owner	field	offset	size	datatype	header	decision	named_c_uses	reviewed_family	resource_observation	rationale	remaining_evidence	storage_origin	disk_source	transport_paths	alias_audit
KfOpeningEntityState	unknown_control_50e	0x50e	0x2	u16	include/kf/open_resources.h:51	retain_unresolved	OPEN.EXE:opening_entity_pool_reset	OPEN opening_entity_pool_reset;opening_entity_pool_load_placements;opening_entity_render	no independent serialized-field value census	Individual zero store and whole-state clear are proven; same tail position as GAME sequence controls is only a cross-image candidate without an OPEN allocator reader.	Recover behavioral or authoritative format ownership; indirect/base-plus-offset/GP coverage remains incomplete.	runtime_state	No standalone serialized source established; this is the OPEN entity-pool owner	OPEN opening_run clears all 0x510 bytes; opening_entity_pool_reset separately clears the three tail controls at +0x50a/+0x50c/+0x50e	Open: named-member census is not cast/arithmetic coverage; no field-specific closure of interior pointers, wide accesses, GP-relative references, indirect calls or unreconstructed consumers.
KfPlayerProgressState	unknown_01	0x1	0x1	u8	include/kf/game_player.h:125	retain_unresolved	none in 101 configured translation variants	GAME save_file_write_slot;save_file_read_slot	no independent serialized-field value census	Extent between [u8 level] and [KF_ENUM_STORAGE(KfFloorId, u8) current_floor] has no supported semantic subdivision; alignment or adjacent known fields do not prove padding.	Recover behavioral or authoritative format ownership; indirect/base-plus-offset/GP coverage remains incomplete.	runtime_and_memory_card	Nested player_state.progress_state at +8; this byte occupies player/save-payload +9	GAME save_file_write_slot/save_file_read_slot transport the complete 0xe0-byte KfPlayerState through payload.player_state, including this nested byte	Open: named-member census is not cast/arithmetic coverage; no field-specific closure of interior pointers, wide accesses, GP-relative references, indirect calls or unreconstructed consumers.
KfPlayerState	unknown_0f	0xf	0x1	u8	include/kf/game_player.h:189	retain_unresolved	none in 101 configured translation variants	GAME player_equip_weapon;save_file_write_slot;save_file_read_slot	no independent serialized-field value census	Extent between [u8 weapon_charge_delay] and [KfPlayerVitals vitals] has no supported semantic subdivision; alignment or adjacent known fields do not prove padding.	Recover behavioral or authoritative format ownership; indirect/base-plus-offset/GP coverage remains incomplete.	runtime_and_memory_card	Game-specific save-slot payload +0..+0xe0 contains the entire runtime player record	GAME save_file_write_slot memcpy reads all 0xe0 bytes from &player_state.experience into payload.player_state; save_file_read_slot copies that complete word-array view back; both include this field	Open: named-member census is not cast/arithmetic coverage; no field-specific closure of interior pointers, wide accesses, GP-relative references, indirect calls or unreconstructed consumers.
KfPlayerState	unknown_3a	0x3a	0x2	u8[2]	include/kf/game_player.h:206	retain_unresolved	none in 101 configured translation variants	GAME player_equip_weapon;save_file_write_slot;save_file_read_slot	no independent serialized-field value census	Extent between [u16 fire_attack] and [u16 cutting_defense] has no supported semantic subdivision; alignment or adjacent known fields do not prove padding.	Recover behavioral or authoritative format ownership; indirect/base-plus-offset/GP coverage remains incomplete.	runtime_and_memory_card	Game-specific save-slot payload +0..+0xe0 contains the entire runtime player record	GAME save_file_write_slot memcpy reads all 0xe0 bytes from &player_state.experience into payload.player_state; save_file_read_slot copies that complete word-array view back; both include this field	Open: named-member census is not cast/arithmetic coverage; no field-specific closure of interior pointers, wide accesses, GP-relative references, indirect calls or unreconstructed consumers.
KfPlayerState	unknown_54	0x54	0x4	u8[4]	include/kf/game_player.h:219	retain_unresolved	none in 101 configured translation variants	GAME player_equip_weapon;save_file_write_slot;save_file_read_slot	no independent serialized-field value census	Extent between [s16 illusion_staff_timer] and [u32 equipment_effect_ticks] has no supported semantic subdivision; alignment or adjacent known fields do not prove padding.	Recover behavioral or authoritative format ownership; indirect/base-plus-offset/GP coverage remains incomplete.	runtime_and_memory_card	Game-specific save-slot payload +0..+0xe0 contains the entire runtime player record	GAME save_file_write_slot memcpy reads all 0xe0 bytes from &player_state.experience into payload.player_state; save_file_read_slot copies that complete word-array view back; both include this field	Open: named-member census is not cast/arithmetic coverage; no field-specific closure of interior pointers, wide accesses, GP-relative references, indirect calls or unreconstructed consumers.
KfPlayerState	unknown_5d	0x5d	0x3	u8[3]	include/kf/game_player.h:222	retain_unresolved	none in 101 configured translation variants	GAME player_equip_weapon;save_file_write_slot;save_file_read_slot	no independent serialized-field value census	Extent between [KfEffectKind selected_magic_id] and [KfMagicRecord *selected_magic_record] has no supported semantic subdivision; alignment or adjacent known fields do not prove padding.	Recover behavioral or authoritative format ownership; indirect/base-plus-offset/GP coverage remains incomplete.	runtime_and_memory_card	Game-specific save-slot payload +0..+0xe0 contains the entire runtime player record	GAME save_file_write_slot memcpy reads all 0xe0 bytes from &player_state.experience into payload.player_state; save_file_read_slot copies that complete word-array view back; both include this field	Open: named-member census is not cast/arithmetic coverage; no field-specific closure of interior pointers, wide accesses, GP-relative references, indirect calls or unreconstructed consumers.
KfPlayerState	unknown_65	0x65	0x3	u8[3]	include/kf/game_player.h:225	retain_unresolved	none in 101 configured translation variants	GAME player_equip_weapon;save_file_write_slot;save_file_read_slot	no independent serialized-field value census	Extent between [KfObjectId equipped_weapon_id] and [KfWeaponRecord *equipped_weapon_record] has no supported semantic subdivision; alignment or adjacent known fields do not prove padding.	Recover behavioral or authoritative format ownership; indirect/base-plus-offset/GP coverage remains incomplete.	runtime_and_memory_card	Game-specific save-slot payload +0..+0xe0 contains the entire runtime player record	GAME save_file_write_slot memcpy reads all 0xe0 bytes from &player_state.experience into payload.player_state; save_file_read_slot copies that complete word-array view back; both include this field	Open: named-member census is not cast/arithmetic coverage; no field-specific closure of interior pointers, wide accesses, GP-relative references, indirect calls or unreconstructed consumers.
KfPlayerState	unknown_72	0x72	0x2	u8[2]	include/kf/game_player.h:229	retain_unresolved	none in 101 configured translation variants	GAME player_equip_weapon;save_file_write_slot;save_file_read_slot	no independent serialized-field value census	Extent between [s16 weapon_attack_phase] and [struct KfPoolRecord *weapon_animation_cache] has no supported semantic subdivision; alignment or adjacent known fields do not prove padding.	Recover behavioral or authoritative format ownership; indirect/base-plus-offset/GP coverage remains incomplete.	runtime_and_memory_card	Game-specific save-slot payload +0..+0xe0 contains the entire runtime player record	GAME save_file_write_slot memcpy reads all 0xe0 bytes from &player_state.experience into payload.player_state; save_file_read_slot copies that complete word-array view back; both include this field	Open: named-member census is not cast/arithmetic coverage; no field-specific closure of interior pointers, wide accesses, GP-relative references, indirect calls or unreconstructed consumers.
KfPlayerState	unknown_7b	0x7b	0x1	u8[1]	include/kf/game_player.h:234	retain_unresolved	none in 101 configured translation variants	GAME player_equip_weapon;save_file_write_slot;save_file_read_slot	no independent serialized-field value census	Extent between [KfWeaponAttackCharge weapon_attack_fully_charged] and [KfArmorRecord *equipped_head_armor_record] has no supported semantic subdivision; alignment or adjacent known fields do not prove padding.	Recover behavioral or authoritative format ownership; indirect/base-plus-offset/GP coverage remains incomplete.	runtime_and_memory_card	Game-specific save-slot payload +0..+0xe0 contains the entire runtime player record	GAME save_file_write_slot memcpy reads all 0xe0 bytes from &player_state.experience into payload.player_state; save_file_read_slot copies that complete word-array view back; both include this field	Open: named-member census is not cast/arithmetic coverage; no field-specific closure of interior pointers, wide accesses, GP-relative references, indirect calls or unreconstructed consumers.
KfPlayerState	unknown_a3	0xa3	0x1	u8	include/kf/game_player.h:252	retain_unresolved	none in 101 configured translation variants	GAME player_equip_weapon;save_file_write_slot;save_file_read_slot	no independent serialized-field value census	Extent between [KfPlayerUpdateState update_state] and [VECTOR camera_position] has no supported semantic subdivision; alignment or adjacent known fields do not prove padding.	Recover behavioral or authoritative format ownership; indirect/base-plus-offset/GP coverage remains incomplete.	runtime_and_memory_card	Game-specific save-slot payload +0..+0xe0 contains the entire runtime player record	GAME save_file_write_slot memcpy reads all 0xe0 bytes from &player_state.experience into payload.player_state; save_file_read_slot copies that complete word-array view back; both include this field	Open: named-member census is not cast/arithmetic coverage; no field-specific closure of interior pointers, wide accesses, GP-relative references, indirect calls or unreconstructed consumers.
KfPlayerState	unknown_ce	0xce	0x6	u8[6]	include/kf/game_player.h:258	retain_unresolved	none in 101 configured translation variants	GAME player_equip_weapon;save_file_write_slot;save_file_read_slot	no independent serialized-field value census	Extent between [KfMapCell previous_map_cell] and [s16 view_bob_offset] has no supported semantic subdivision; alignment or adjacent known fields do not prove padding.	Recover behavioral or authoritative format ownership; indirect/base-plus-offset/GP coverage remains incomplete.	runtime_and_memory_card	Game-specific save-slot payload +0..+0xe0 contains the entire runtime player record	GAME save_file_write_slot memcpy reads all 0xe0 bytes from &player_state.experience into payload.player_state; save_file_read_slot copies that complete word-array view back; both include this field	Open: named-member census is not cast/arithmetic coverage; no field-specific closure of interior pointers, wide accesses, GP-relative references, indirect calls or unreconstructed consumers.
KfPlayerState	unknown_df	0xdf	0x1	u8[1]	include/kf/game_player.h:265	retain_unresolved	none in 101 configured translation variants	GAME player_equip_weapon;save_file_write_slot;save_file_read_slot	no independent serialized-field value census	Extent between [KfPlayerVerticalState vertical_state] and [} KfPlayerState] has no supported semantic subdivision; alignment or adjacent known fields do not prove padding.	Recover behavioral or authoritative format ownership; indirect/base-plus-offset/GP coverage remains incomplete.	runtime_and_memory_card	Game-specific save-slot payload +0..+0xe0 contains the entire runtime player record	GAME save_file_write_slot memcpy reads all 0xe0 bytes from &player_state.experience into payload.player_state; save_file_read_slot copies that complete word-array view back; both include this field	Open: named-member census is not cast/arithmetic coverage; no field-specific closure of interior pointers, wide accesses, GP-relative references, indirect calls or unreconstructed consumers.
KfSavePayload	unknown_0e0	0xe0	0x22c	u8[556]	include/kf/game_save.h:131	retain_unresolved	none in 101 configured translation variants	GAME save_file_write_slot;save_file_read_slot	no independent serialized-field value census	Serialized allocation range after the 224-byte player snapshot; no finer object or field ownership established.	Recover behavioral or authoritative format ownership; indirect/base-plus-offset/GP coverage remains incomplete.	memory_card_payload	Game-specific slot body after KfSaveHeader; unknown ranges +0xe0..+0x30c and +0x2548..+0x2580	GAME save_workspace_allocate/save_file_initialize_buffers clear the complete payload; save_file_write_slot writes and save_file_read_slot reads sizeof(KfSavePayload), including both unknown intervals; selective player/world/item/magic copies do not assign meaning to them	Open: named-member census is not cast/arithmetic coverage; no field-specific closure of interior pointers, wide accesses, GP-relative references, indirect calls or unreconstructed consumers.
KfSavePayload	unknown_2548	0x2548	0x38	u8[56]	include/kf/game_save.h:135	retain_unresolved	none in 101 configured translation variants	GAME save_file_write_slot;save_file_read_slot	no independent serialized-field value census	Serialized payload tail after magic flags; file extent does not establish padding or reserved semantics.	Recover behavioral or authoritative format ownership; indirect/base-plus-offset/GP coverage remains incomplete.	memory_card_payload	Game-specific slot body after KfSaveHeader; unknown ranges +0xe0..+0x30c and +0x2548..+0x2580	GAME save_workspace_allocate/save_file_initialize_buffers clear the complete payload; save_file_write_slot writes and save_file_read_slot reads sizeof(KfSavePayload), including both unknown intervals; selective player/world/item/magic copies do not assign meaning to them	Open: named-member census is not cast/arithmetic coverage; no field-specific closure of interior pointers, wide accesses, GP-relative references, indirect calls or unreconstructed consumers.
KfWeaponRecord	unknown_00	0x0	0x1	u8	include/kf/game_equipment.h:47	retain_unresolved	none in fresh 101-variant typed census; whole-table word transport retained	GAME weapon_records_load_and_mirror_angles;common_resources_load;player_equip_weapon;player_recalculate_combat_stats;player_update_weapon_attack;player_update;render_weapon;RotMatrix;player_set_equipment_slot;save_file_write_slot;save_file_read_slot;startup/effect false-positive controls	KF/COM/COM.DAT (complete chunk 2 payload; n=16; 00:11,01:3,02:2)	Values 0/1/2 establish a variable lane but no decoded behavioral selector.	Establish intended field semantics or producer grammar. Valid equipment ID/pointer invariants across every reachable state, arbitrary restored pointers, and whole-executable exclusion remain unproved; see docs/patterns/weapon-unknown-access-report.md.	disc_resource	COM/COM.DAT chunk 2; 16 records of 0x2c bytes	GAME common_resources_load casts the chunk payload to KfWeaponTable; weapon_records_load_and_mirror_angles copies 0x2c0 bytes through u32 word views, including this field; only the known rotation-Y lane is negated	Fresh source census: 39 weapon-family references, no direct unknown-field access/address-taking. Raw loader copies without value-dependent logic; checked valid weapon consumers miss the range. Conditional armor IDs 2, 5 and 7 cause established halfword reads to include weapon rows 12, 14 and 15 +0 as their low byte; the high byte is charge_rate. No normal-gameplay reachability claim. Both equipment switches resolved locally; stale-LUI/load-delay proposal warnings checked. See docs/patterns/weapon-unknown-access-report.md.
KfWeaponRecord	unknown_14	0x14	0x8	u8[8]	include/kf/game_equipment.h:54	retain_unresolved	none in fresh 101-variant typed census; whole-table word transport retained	GAME weapon_records_load_and_mirror_angles;common_resources_load;player_equip_weapon;player_recalculate_combat_stats;player_update_weapon_attack;player_update;render_weapon;RotMatrix;player_set_equipment_slot;save_file_write_slot;save_file_read_slot;startup/effect false-positive controls	KF/COM/COM.DAT (complete chunk 2 payload; n=16; 12 distinct byte patterns; 4 all-zero rows)	Two price-like words disagree with independent STAT shop prices. A biased armor base is not itself a read; invalid armor IDs can make final reads overlap weapon bytes, without proving a weapon-field meaning.	Establish intended field semantics or producer grammar. Valid equipment ID/pointer invariants across every reachable state, arbitrary restored pointers, and whole-executable exclusion remain unproved; see docs/patterns/weapon-unknown-access-report.md.	disc_resource	COM/COM.DAT chunk 2; 16 records of 0x2c bytes	GAME common_resources_load casts the chunk payload to KfWeaponTable; weapon_records_load_and_mirror_angles copies 0x2c0 bytes through u32 word views, including this field; only the known rotation-Y lane is negated	Fresh source census: 39 weapon-family references, no direct unknown-field access/address-taking. Raw loader copies without value-dependent logic; checked valid weapon consumers miss the range. Conditional armor IDs 0, 1, 3, 6 and 8 cause established halfword reads to intersect this range in weapon rows 10, 11, 12, 14 and 15, feeding combat additions or interval checks. No normal-gameplay reachability claim. Both equipment switches resolved locally; stale-LUI/load-delay proposal warnings checked. See docs/patterns/weapon-unknown-access-report.md.
KfWeaponRecord	unknown_22	0x22	0x2	u16	include/kf/game_equipment.h:56	retain_unresolved	none in fresh 101-variant typed census; whole-table word transport retained	GAME weapon_records_load_and_mirror_angles;common_resources_load;player_equip_weapon;player_recalculate_combat_stats;player_update_weapon_attack;player_update;render_weapon;RotMatrix;player_set_equipment_slot;save_file_write_slot;save_file_read_slot;startup/effect false-positive controls	KF/COM/COM.DAT (complete chunk 2 payload; n=16; 0000:16)	Zero in all 16 resource rows; outside the proven translation triple and SDK rotation, with no original padding declaration proved.	Establish intended field semantics or producer grammar. Valid equipment ID/pointer invariants across every reachable state, arbitrary restored pointers, and whole-executable exclusion remain unproved; see docs/patterns/weapon-unknown-access-report.md.	disc_resource	COM/COM.DAT chunk 2; 16 records of 0x2c bytes	GAME common_resources_load casts the chunk payload to KfWeaponTable; weapon_records_load_and_mirror_angles copies 0x2c0 bytes through u32 word views, including this field; only the known rotation-Y lane is negated	Fresh source census: 39 weapon-family references, no direct unknown-field access/address-taking. Raw loader copies without value-dependent logic; checked valid weapon consumers miss the range. Conditional armor IDs 0, 2, 5 and 8 cause established halfword reads of this range in weapon rows 10, 11, 13 and 15, feeding combat additions or interval checks. No normal-gameplay reachability claim. Both equipment switches resolved locally; stale-LUI/load-delay proposal warnings checked. See docs/patterns/weapon-unknown-access-report.md.
MenuTileSprite	unknown_05	0x5	0x1	u8	include/kf/game_menu.h:320	retain_unresolved	none in 101 configured translation variants	source declarations/consumers; curated owner/relocation audit only; no dedicated behavioral dossier	KF/COM/STAT.DAT (window_backdrop; n=1; 00:1); KF/COM/STAT.DAT (list_tiles; n=4; 00:4)	Extent between [u8 u] and [u8 v] has no supported semantic subdivision; alignment or adjacent known fields do not prove padding.	Recover behavioral or authoritative format ownership; indirect/base-plus-offset/GP coverage remains incomplete.	disc_resource	COM/STAT.DAT first 0x390-byte menu-assets bank; window_backdrop and four list_tiles	GAME item_load_database memcpy copies the whole menu_assets bank; descriptor fields feed GPU POLY_FT4 packets through menu macros/helpers, which narrow UV outputs	Whole STAT menu-bank memcpy covers this byte. Isolated pinned menu_runtime probe merges unknown_05/07 into u16 u/v: 34/35 function instruction/ordered-relocation listings unchanged, but exact menu_status_panel changes lbu to lhu for u at owner+4 (retail GAME 0x800243f0). All-field narrowing and shared-format evidence remain unresolved; no production widening kept.
MenuTileSprite	unknown_07	0x7	0x1	u8	include/kf/game_menu.h:322	retain_unresolved	none in 101 configured translation variants	source declarations/consumers; curated owner/relocation audit only; no dedicated behavioral dossier	KF/COM/STAT.DAT (window_backdrop; n=1; 00:1); KF/COM/STAT.DAT (list_tiles; n=4; 00:4)	Extent between [u8 v] and [u16 width] has no supported semantic subdivision; alignment or adjacent known fields do not prove padding.	Recover behavioral or authoritative format ownership; indirect/base-plus-offset/GP coverage remains incomplete.	disc_resource	COM/STAT.DAT first 0x390-byte menu-assets bank; window_backdrop and four list_tiles	GAME item_load_database memcpy copies the whole menu_assets bank; descriptor fields feed GPU POLY_FT4 packets through menu macros/helpers, which narrow UV outputs	Whole STAT menu-bank memcpy covers this byte. Isolated pinned menu_runtime probe merges unknown_05/07 into u16 u/v: 34/35 function instruction/ordered-relocation listings unchanged, but exact menu_status_panel changes lbu to lhu for u at owner+4 (retail GAME 0x800243f0). All-field narrowing and shared-format evidence remain unresolved; no production widening kept.
