# MANUALLY MANAGED - admitted WIP retail data census, including unclassified gaps.
# Seed/audit tooling writes build/retail-seed only; review and edit this file by hand.
# Each address is qualified by image because GAME.EXE and OPEN.EXE are separate overlays.
# Defined rows plus unclassified gaps account for every byte of every loaded payload.
image	va	file_offset	size	kind	confidence	name	datatype	provenance	note
GAME.EXE	0x8005477b	0x42f7b	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <,}B
GAME.EXE	0x800549c3	0x431c3	0x7	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <0~B$軍
GAME.EXE	0x800549fb	0x431fb	0x6	string	byte-pattern		ascii	investigation:string-census	escaped text: <Tz!$!
GAME.EXE	0x80054a7d	0x4327d	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: z!$!
GAME.EXE	0x80054b67	0x43367	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <,}B
GAME.EXE	0x80054bc7	0x433c7	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <,}B
GAME.EXE	0x80054c03	0x43403	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <,}c
GAME.EXE	0x80054c5b	0x4345b	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <,}c
GAME.EXE	0x80054ce3	0x434e3	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: $!(\x20
GAME.EXE	0x80054cef	0x434ef	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <,}c
GAME.EXE	0x80054d47	0x43547	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: <`PB$
GAME.EXE	0x80054e12	0x43612	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: B4zS
GAME.EXE	0x80054e2e	0x4362e	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: B4zS
GAME.EXE	0x80054e5a	0x4365a	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: B4zS
GAME.EXE	0x80054e76	0x43676	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: B4zS
GAME.EXE	0x80055015	0x43815	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: A!$!
GAME.EXE	0x800552b2	0x43ab2	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 1&3U
GAME.EXE	0x80055516	0x43d16	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: s&!\x20
GAME.EXE	0x800555bc	0x43dbc	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x800555cc	0x43dcc	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x800555dc	0x43ddc	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80055647	0x43e47	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <T~B呉
GAME.EXE	0x80055663	0x43e63	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <`~c
GAME.EXE	0x80055677	0x43e77	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <`~\x20
GAME.EXE	0x800556b3	0x43eb3	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <T~c
GAME.EXE	0x800556f3	0x43ef3	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <\\~ъ
GAME.EXE	0x80055713	0x43f13	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <X~c
GAME.EXE	0x80055747	0x43f47	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <X~c
GAME.EXE	0x8005577b	0x43f7b	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <\\~c
GAME.EXE	0x800557a3	0x43fa3	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <d~c
GAME.EXE	0x800557bf	0x43fbf	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <d~#
GAME.EXE	0x800557db	0x43fdb	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <d~c
GAME.EXE	0x8005580c	0x4400c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80055810	0x44010	0x9	data	direct-bytes	player_sound_refs	SoundRef[3]	game_semantic_player_stats.tsv	packed weapon-attack, death, and level-up sound references
GAME.EXE	0x80055819	0x44019	0x3	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x8005581c	0x4401c	0x10	string	reviewed	weapon_image_path_template	char[16]	game_player_data.md	escaped text: WEPON\\WEP00.MIM; complete mutable path including terminating NUL; decimal weapon digits at offsets 9 and 10
GAME.EXE	0x8005582c	0x4402c	0xa	data	direct-bytes	floor_entry_cells	KfFloorEntryCell[5]	game_semantic_player_interactions.tsv;game_player_data.md	one x-then-z cell for floors one through five; player_warp_to_floor_entry deliberately indexes from address two bytes before this one-based table
GAME.EXE	0x80055836	0x44036	0x2	unclassified	coverage-gap			payload-complement	alignment bytes between the floor-entry table and the next mutable path
GAME.EXE	0x80055838	0x44038	0xe	string	reviewed	enemy_info_image_path_template	char[14]	game_player_data.md	escaped text: ENE0\\EI00.TIM; complete mutable path including terminating NUL; floor and actor definition ID digits are rewritten before display
GAME.EXE	0x80055846	0x44046	0x2	unclassified	coverage-gap			payload-complement	zero bytes between the complete actor-info and person-info paths; allocation ownership unresolved
GAME.EXE	0x80055848	0x44048	0xf	string	reviewed	person_image_path_template	char[15]	game_player_data.md	escaped text: PRSN\\PER00.TIM; complete mutable path including terminating NUL; map-event kind digits are rewritten before display
GAME.EXE	0x80055857	0x44057	0x1	unclassified	coverage-gap			payload-complement	zero byte between the complete person-info path and the following matrix; allocation ownership unresolved
GAME.EXE	0x80055858	0x44058	0x20	defined	reviewed	DAT_80055858	MATRIX	manual:game_semantic_player_update	color matrix blended toward color_matrix_table[0] while status effect 1 fades
GAME.EXE	0x80055878	0x44078	0x40	defined	reviewed	DAT_80055878	SVECTOR[8]	manual:game_semantic_player_update	view_rotation_offset table indexed by player_state.update_state
GAME.EXE	0x800558b8	0x440b8	0x238	defined	reviewed	map_cell_attribute_height_table	s16[284]	manual:game_semantic_player_interactions	per-attribute height offsets indexed by map_cell_attribute_grid values; extent is the remaining span and stays WIP
GAME.EXE	0x80055af0	0x442f0	0xc	defined	reviewed	map_resource_path	char[12]	manual:game_semantic_map_resources	mutable B0\\ path; floor digit is byte one and a filename of at most nine bytes including NUL begins at byte three
GAME.EXE	0x80055afc	0x442fc	0x95	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80055b91	0x44391	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 0//4
GAME.EXE	0x80055b95	0x44395	0x13	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80055ba8	0x443a8	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 0`//
GAME.EXE	0x80055bac	0x443ac	0x8	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80055bb4	0x443b4	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: `0//
GAME.EXE	0x80055bb8	0x443b8	0x8	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80055bc0	0x443c0	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 00//
GAME.EXE	0x80055bc4	0x443c4	0x8	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80055bcc	0x443cc	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: ``//
GAME.EXE	0x80055bd0	0x443d0	0x8c	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80055c5c	0x4445c	0xc4	data	reviewed	hud_sprites	KfHudSprite[14]	manual:game_semantic_hud_sprites	thirteen initialized HUD gauge/status sprite rows followed by a 0xff sentinel row; consumed by render_hud_gauges and updated by render_frame
GAME.EXE	0x80055d20	0x44520	0x54	data	reviewed	notification_sprites	KfNotificationSprite[6]	manual:game_semantic_notification_sprites	six initialized 14-byte notification sprite descriptors consumed by notify_effect_update and render_frame
GAME.EXE	0x80055d74	0x44574	0x38	data	reviewed	effect_sprites	KfEffectSprite[2]	manual:game_semantic_effect_sprites	one initialized live sprite followed by a zeroed 0xff terminator record; 28-byte runtime stride proven by render_effect_sprites
GAME.EXE	0x80055dac	0x445ac	0x2	defined	ghidra-defined		undefined2	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80055dae	0x445ae	0x2	defined	ghidra-defined		undefined2	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80055db0	0x445b0	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80055db4	0x445b4	0x2	defined	ghidra-defined		undefined2	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80055db6	0x445b6	0x2	defined	ghidra-defined		undefined2	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80055db8	0x445b8	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80055dbc	0x445bc	0xe0	defined	reviewed	color_matrix_table	MATRIX[7]	manual:game_semantic_player_death	seven 32-byte colour matrices indexed by base plus 32/128 from player_death fades
GAME.EXE	0x80055e9c	0x4469c	0x2	defined	ghidra-defined		undefined2	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80055e9e	0x4469e	0x1	defined	ghidra-defined		undefined1	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80055e9f	0x4469f	0x1	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80055ea0	0x446a0	0x2	defined	ghidra-defined		undefined2	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80055ea2	0x446a2	0x2	defined	ghidra-defined		undefined2	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80055ea4	0x446a4	0x1	defined	ghidra-defined		undefined1	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80055ea5	0x446a5	0x1	defined	ghidra-defined		undefined1	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80055ea6	0x446a6	0x1	defined	ghidra-defined		undefined1	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80055ea7	0x446a7	0xc1	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80055f68	0x44768	0xc0	data	direct-references	render_light_matrices	MATRIX[6]	asm;SetLightMatrix-references;32-byte-stride	six GTE light matrices fed to SetLightMatrix, one per render subsystem
GAME.EXE	0x80056028	0x44828	0xc	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80056034	0x44834	0x19	string	byte-pattern	save_main_file_path	ascii	investigation:string-census	escaped text: bu00:BISLPS-00017KF\x20\x20\x20\x20\x20\x20
GAME.EXE	0x8005604d	0x4484d	0x3	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80056050	0x44850	0x19	string	byte-pattern	save_temporary_file_path	ascii	investigation:string-census	escaped text: bu00:BISLPS-00017KFTMP\x20\x20\x20
GAME.EXE	0x80056069	0x44869	0x3	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x8005606c	0x4486c	0x13	string	byte-pattern	talk_image_path_template	ascii	investigation:string-census;game_semantic_screen_talk.tsv	mutable path template patched by talk_show_indexed_image: TALK\\C00\\T00000.TIM
GAME.EXE	0x8005607f	0x4487f	0x1	unclassified	coverage-gap			payload-complement	alignment byte before actor action profiles
GAME.EXE	0x80056080	0x44880	0xfa	data	direct-references	actor_action_profiles	KfActorActionProfile[25]	game_semantic_actor_ai.tsv;game_semantic_actor_actions.tsv	25 ten-byte distance/weight profiles; the former 26th record was a false overlap with packed sound references
GAME.EXE	0x8005617a	0x4497a	0x2	unclassified	coverage-gap			payload-complement	padding between actor action profiles and boss-death sound references
GAME.EXE	0x8005617c	0x4497c	0xc	data	direct-references	boss_death_phase_sounds	SoundRef[4]	game_semantic_actor_actions.tsv;game_semantic_audio_spatial.tsv	four packed program/tone/note references; the death handler directly uses entries one through three
GAME.EXE	0x80056188	0x44988	0x3	data	direct-references	gameplay_sound_ref_0	SoundRef[13]	game_semantic_map_runtime.tsv;game_semantic_audio_spatial.tsv	one SoundRef; retail forms each address independently, so the entries are separate objects
GAME.EXE	0x8005618b	0x4498b	0x3	data	direct-references	gameplay_sound_ref_1	SoundRef[13]	game_semantic_map_runtime.tsv;game_semantic_audio_spatial.tsv	one SoundRef; retail forms each address independently, so the entries are separate objects
GAME.EXE	0x8005618e	0x4498e	0x3	data	direct-references	gameplay_sound_ref_2	SoundRef[13]	game_semantic_map_runtime.tsv;game_semantic_audio_spatial.tsv	one SoundRef; retail forms each address independently, so the entries are separate objects
GAME.EXE	0x80056191	0x44991	0x3	data	direct-references	gameplay_sound_ref_3	SoundRef[13]	game_semantic_map_runtime.tsv;game_semantic_audio_spatial.tsv	one SoundRef; retail forms each address independently, so the entries are separate objects
GAME.EXE	0x80056194	0x44994	0x3	data	direct-references	gameplay_sound_ref_4	SoundRef[13]	game_semantic_map_runtime.tsv;game_semantic_audio_spatial.tsv	one SoundRef; retail forms each address independently, so the entries are separate objects
GAME.EXE	0x80056197	0x44997	0x3	data	direct-references	gameplay_sound_ref_5	SoundRef[13]	game_semantic_map_runtime.tsv;game_semantic_audio_spatial.tsv	one SoundRef; retail forms each address independently, so the entries are separate objects
GAME.EXE	0x8005619a	0x4499a	0x3	data	direct-references	gameplay_sound_ref_6	SoundRef[13]	game_semantic_map_runtime.tsv;game_semantic_audio_spatial.tsv	one SoundRef; retail forms each address independently, so the entries are separate objects
GAME.EXE	0x8005619d	0x4499d	0x3	data	direct-references	gameplay_sound_ref_7	SoundRef[13]	game_semantic_map_runtime.tsv;game_semantic_audio_spatial.tsv	one SoundRef; retail forms each address independently, so the entries are separate objects
GAME.EXE	0x800561a0	0x449a0	0x3	data	direct-references	gameplay_sound_ref_8	SoundRef[13]	game_semantic_map_runtime.tsv;game_semantic_audio_spatial.tsv	one SoundRef; retail forms each address independently, so the entries are separate objects
GAME.EXE	0x800561a3	0x449a3	0x3	data	direct-references	gameplay_sound_ref_9	SoundRef[13]	game_semantic_map_runtime.tsv;game_semantic_audio_spatial.tsv	one SoundRef; retail forms each address independently, so the entries are separate objects
GAME.EXE	0x800561a6	0x449a6	0x3	data	direct-references	gameplay_sound_ref_10	SoundRef[13]	game_semantic_map_runtime.tsv;game_semantic_audio_spatial.tsv	one SoundRef; retail forms each address independently, so the entries are separate objects
GAME.EXE	0x800561a9	0x449a9	0x3	data	direct-references	gameplay_sound_ref_11	SoundRef[13]	game_semantic_map_runtime.tsv;game_semantic_audio_spatial.tsv	one SoundRef; retail forms each address independently, so the entries are separate objects
GAME.EXE	0x800561ac	0x449ac	0x3	data	direct-references	gameplay_sound_ref_12	SoundRef[13]	game_semantic_map_runtime.tsv;game_semantic_audio_spatial.tsv	one SoundRef; retail forms each address independently, so the entries are separate objects
GAME.EXE	0x800561af	0x449af	0x1	unclassified	coverage-gap			payload-complement	padding before map_copy_regions
GAME.EXE	0x800561b0	0x449b0	0x18	data	direct-references	map_copy_regions	KfMapCopyRegion[4]	game_semantic_map_objects.tsv	four six-byte source/destination rectangle descriptors; former short strings were false byte patterns inside the table
GAME.EXE	0x800561c8	0x449c8	0x70	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80056238	0x44a38	0xf	string	byte-pattern		ascii	investigation:string-census	escaped text: KAN\\B0\\K000.TIM
GAME.EXE	0x80056247	0x44a47	0xc5	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x8005630c	0x44b0c	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056310	0x44b10	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056314	0x44b14	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056318	0x44b18	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x8005631c	0x44b1c	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056320	0x44b20	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056324	0x44b24	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056328	0x44b28	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x8005632c	0x44b2c	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056330	0x44b30	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056334	0x44b34	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056338	0x44b38	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x8005633c	0x44b3c	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056340	0x44b40	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056344	0x44b44	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056348	0x44b48	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x8005634c	0x44b4c	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056350	0x44b50	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056354	0x44b54	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056358	0x44b58	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x8005635c	0x44b5c	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056360	0x44b60	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056364	0x44b64	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056368	0x44b68	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x8005636c	0x44b6c	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056370	0x44b70	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056374	0x44b74	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056378	0x44b78	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x8005637c	0x44b7c	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056380	0x44b80	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056384	0x44b84	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056388	0x44b88	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x8005638c	0x44b8c	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056390	0x44b90	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056394	0x44b94	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056398	0x44b98	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x8005639c	0x44b9c	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800563a0	0x44ba0	0x180	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80056520	0x44d20	0x2	defined	ghidra-defined		undefined2	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056522	0x44d22	0x2	defined	ghidra-defined		undefined2	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056524	0x44d24	0xc	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80056530	0x44d30	0x2	defined	ghidra-defined		undefined2	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056532	0x44d32	0x2	defined	ghidra-defined		undefined2	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056534	0x44d34	0x2c	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80056560	0x44d60	0x4	defined	ghidra-defined		undefined4	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056564	0x44d64	0x478	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x800569dc	0x451dc	0x4	defined	ghidra-defined		undefined4	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800569e0	0x451e0	0x4	defined	ghidra-defined		undefined4	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800569e4	0x451e4	0x60	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80056a44	0x45244	0x4	defined	ghidra-defined		undefined4	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056a48	0x45248	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80056a4c	0x4524c	0x4	defined	ghidra-defined		undefined4	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056a50	0x45250	0x4	defined	ghidra-defined		undefined4	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80056a54	0x45254	0x26b	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80056cbf	0x454bf	0x1f	string	byte-pattern		ascii	investigation:string-census	escaped text: \t|\tv\to\ti\tb\t\\\tU\tO\tI\tC\t<\t6\t0\t*\t$\t
GAME.EXE	0x80056cde	0x454de	0x82	unclassified	coverage-gap			payload-complement	padding or unclassified SDK data before LIBGTE MTX state
GAME.EXE	0x80056d60	0x45560	0x4	data	cross-overlay-sdk-lineage	libgte_mtx_saved_ra	u32	config/evidence/overlay_lineage.tsv	LIBGTE MTX private error-path return-address save
GAME.EXE	0x80056d64	0x45564	0x8	unclassified	coverage-gap			payload-complement	padding between LIBGTE MTX private objects
GAME.EXE	0x80056d6c	0x4556c	0x4	data	cross-overlay-sdk-lineage	libgte_mtx_stack_offset	s32	config/evidence/overlay_lineage.tsv	byte offset into the 20-entry matrix stack
GAME.EXE	0x80056d70	0x45570	0x280	data	cross-overlay-sdk-lineage	libgte_mtx_stack	MATRIX[20]	config/evidence/overlay_lineage.tsv	20 entries of 0x20 bytes, bounded by PushMatrix's 0x280 check and following error string
GAME.EXE	0x80056ff0	0x457f0	0x2f	string	byte-pattern		ascii	investigation:string-census	escaped text: Error: Can't push matrix,stack(max 20) is full!
GAME.EXE	0x8005701f	0x4581f	0x2	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80057021	0x45821	0x27	string	byte-pattern		ascii	investigation:string-census	escaped text: Error: Can't pop matrix,stack is empty!
GAME.EXE	0x80057048	0x45848	0x2	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x8005704a	0x4584a	0x21	string	byte-pattern		ascii	investigation:string-census	escaped text: This function is not implemented.
GAME.EXE	0x8005706b	0x4586b	0x5	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80057070	0x45870	0x800	array	reviewed	rsin_tbl	s16[1024]	manual:psyq_rsin_table	Sony LIBGTE.LIB/GEO.OBJ .data+0; complete 1024-entry quarter-wave table; SDK XDEF and exact payload; signed halfword consumers
GAME.EXE	0x80057870	0x46070	0x6b	string	byte-pattern		ascii	investigation:string-census	escaped text: $Id: intr.c,v 1.29 1994/10/14 01:04:07 suzu Exp $ : \tCopyright (C) by 1994 Sony Computer Entertainment Inc.
GAME.EXE	0x800578db	0x460db	0x1	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x800578dc	0x460dc	0x30	string	byte-pattern		ascii	investigation:string-census	escaped text: $Id: pad.c,v 1.17 1994/10/14 01:04:10 suzu Exp $
