# MANUALLY MANAGED - admitted WIP relocation candidate census.
# Seed/audit tooling writes build proposals only; review and edit this file by hand.
# Each address is qualified by image because GAME.EXE and OPEN.EXE are separate overlays.
# PS-X EXE retains no relocation directory: candidate does not mean linker truth.
# BSS pair-scan rows remain withheld by safe delinking until individually reviewed.
image	site_va	site_file_offset	paired_site_va	kind	channel	target_va	target_region	target_name	opcode	register	confidence	status	provenance
GAME.EXE	0x8004aaf0	0x392f0		mips26	instruction-word	0x800442b4	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ab38	0x39338		mips26	instruction-word	0x8004ac24	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ab54	0x39354		mips26	instruction-word	0x8004415c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ab7c	0x3937c	0x8004ab80	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	at	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004ab94	0x39394		mips26	instruction-word	0x8004acac	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004aba0	0x393a0		mips26	instruction-word	0x8004ac98	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004abe0	0x393e0		mips26	instruction-word	0x800442b4	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ac24	0x39424		mips26	instruction-word	0x8004415c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ac2c	0x3942c		mips26	instruction-word	0x8004acc0	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ac48	0x39448		mips26	instruction-word	0x8004415c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ac70	0x39470	0x8004ac74	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	at	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004ac88	0x39488		mips26	instruction-word	0x8004acac	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ac98	0x39498		mips26	instruction-word	0x8004415c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ace0	0x394e0	0x8004ace4	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	at	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004ad58	0x39558	0x8004ad5c	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	at	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004ad74	0x39574		mips26	instruction-word	0x800442b4	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004adbc	0x395bc	0x8004adc0	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004ae18	0x39618		mips26	instruction-word	0x800476e8	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ae70	0x39670	0x8004ae74	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	a3	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004af28	0x39728		mips26	instruction-word	0x800442b4	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004af74	0x39774		mips26	instruction-word	0x8004415c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004af9c	0x3979c	0x8004afa0	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	at	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004afb4	0x397b4		mips26	instruction-word	0x8004b270	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004afc0	0x397c0		mips26	instruction-word	0x8004b25c	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b000	0x39800		mips26	instruction-word	0x800442b4	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b044	0x39844		mips26	instruction-word	0x8004415c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b06c	0x3986c	0x8004b070	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	at	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b084	0x39884		mips26	instruction-word	0x8004b270	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b0ac	0x398ac		mips26	instruction-word	0x800442b4	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b104	0x39904		mips26	instruction-word	0x8004b1e8	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b120	0x39920		mips26	instruction-word	0x8004415c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b148	0x39948	0x8004b14c	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	at	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b160	0x39960		mips26	instruction-word	0x8004b270	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b16c	0x3996c		mips26	instruction-word	0x8004b25c	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b190	0x39990		mips26	instruction-word	0x800442b4	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b1e8	0x399e8		mips26	instruction-word	0x8004415c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b1f0	0x399f0		mips26	instruction-word	0x8004b284	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b20c	0x39a0c		mips26	instruction-word	0x8004415c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b234	0x39a34	0x8004b238	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	at	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b24c	0x39a4c		mips26	instruction-word	0x8004b270	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b25c	0x39a5c		mips26	instruction-word	0x8004415c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b2a4	0x39aa4	0x8004b2a8	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	at	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b31c	0x39b1c	0x8004b320	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	at	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b338	0x39b38		mips26	instruction-word	0x800442b4	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b384	0x39b84		mips26	instruction-word	0x8004452c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b3a0	0x39ba0	0x8004b3a4	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b414	0x39c14	0x8004b418	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b478	0x39c78	0x8004b47c	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	a3	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b510	0x39d10		mips26	instruction-word	0x8004b588	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b548	0x39d48		mips26	instruction-word	0x8004b57c	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b5a8	0x39da8	0x8004b5ac	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	a1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b5d8	0x39dd8	0x8004b5dc	mips_hi16_lo16	reachable-code	0x8009ff00	bss	DAT_8009ff00	lui+lw	v0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b6c8	0x39ec8		mips26	reachable-code	0x80044120	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b700	0x39f00		mips26	reachable-code	0x8004415c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b708	0x39f08		mips26	reachable-code	0x8004452c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b718	0x39f18	0x8004b71c	mips_hi16_lo16	reachable-code	0x8009a728	bss	DAT_8009a728	lui+lw	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b720	0x39f20	0x8004b724	mips_hi16_lo16	reachable-code	0x800a0778	bss	DAT_800a0778	lui+lh	a0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b730	0x39f30	0x8004b734	mips_hi16_lo16	reachable-code	0x8009a728	bss	DAT_8009a728	lui+sw	v0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b740	0x39f40	0x8004b744	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b80c	0x3a00c	0x8004b810	mips_hi16_lo16	reachable-code	0x800a0778	bss	DAT_800a0778	lui+lh	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b868	0x3a068		mips26	instruction-word	0x8004415c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b870	0x3a070		mips26	instruction-word	0x8004452c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b880	0x3a080	0x8004b884	mips_hi16_lo16	reachable-code	0x8009a728	bss	DAT_8009a728	lui+lw	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b888	0x3a088	0x8004b88c	mips_hi16_lo16	reachable-code	0x800a0778	bss	DAT_800a0778	lui+lh	a0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b898	0x3a098	0x8004b89c	mips_hi16_lo16	reachable-code	0x8009a728	bss	DAT_8009a728	lui+sw	v0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b8a8	0x3a0a8	0x8004b8ac	mips_hi16_lo16	reachable-code	0x800a06e0	bss	DAT_800a06e0	lui+addiu	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b974	0x3a174	0x8004b978	mips_hi16_lo16	reachable-code	0x800a0778	bss	DAT_800a0778	lui+lh	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8004b9d8	0x3a1d8		mips26	instruction-word	0x8004bd5c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b9e4	0x3a1e4		mips26	instruction-word	0x8004bd5c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b9f0	0x3a1f0		mips26	instruction-word	0x8004bd5c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004b9fc	0x3a1fc		mips26	instruction-word	0x8004be18	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ba08	0x3a208		mips26	instruction-word	0x8004be18	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ba14	0x3a214		mips26	instruction-word	0x8004be18	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bbb4	0x3a3b4	0x8004bbb8	mips_hi16_lo16	instruction-word	0x80056a0c	load		lui+addiu	t2	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bc04	0x3a404		mips26	instruction-word	0x8004bc44	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bcd4	0x3a4d4		mips26	instruction-word	0x8004bb94	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bce0	0x3a4e0		mips26	instruction-word	0x8004bd4c	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bd00	0x3a500		mips26	instruction-word	0x8004bb94	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bd0c	0x3a50c		mips26	instruction-word	0x8004bd4c	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bd38	0x3a538		mips26	instruction-word	0x8004bb94	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bdac	0x3a5ac		mips26	instruction-word	0x8004bb94	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bdb8	0x3a5b8		mips26	instruction-word	0x8004be08	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bdd0	0x3a5d0		mips26	instruction-word	0x8004bb94	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bddc	0x3a5dc		mips26	instruction-word	0x8004be08	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bdfc	0x3a5fc		mips26	instruction-word	0x8004bb94	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004be40	0x3a640		mips26	instruction-word	0x8004bcbc	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004be48	0x3a648		mips26	instruction-word	0x8004be58	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004be50	0x3a650		mips26	instruction-word	0x8004bcbc	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004be78	0x3a678	0x8004be7c	mips_hi16_lo16	instruction-word	0x80056a28	load		lui+addiu	t0	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004beac	0x3a6ac		mips26	instruction-word	0x8004becc	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bf0c	0x3a70c		mips26	instruction-word	0x8004dfbc	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bf24	0x3a724		mips26	instruction-word	0x8004bf30	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bf30	0x3a730		mips26	instruction-word	0x8004be68	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bf38	0x3a738	0x8004bf3c	mips_hi16_lo16	instruction-word	0x80056a24	load		lui+lw	v1	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004bfdc	0x3a7dc		mips26	instruction-word	0x8004c0a8	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c008	0x3a808		mips26	instruction-word	0x8004c0a8	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c050	0x3a850		mips26	instruction-word	0x8004c0a4	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c088	0x3a888		mips26	instruction-word	0x8004c0a4	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c0dc	0x3a8dc		mips26	instruction-word	0x8004c148	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c0e4	0x3a8e4		mips26	instruction-word	0x8004dfbc	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c100	0x3a900		mips26	instruction-word	0x8004c11c	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c128	0x3a928		mips26	instruction-word	0x8004bf6c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c134	0x3a934		mips26	instruction-word	0x8004c148	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c13c	0x3a93c		mips26	instruction-word	0x8004bf6c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c178	0x3a978	0x8004c17c	mips_hi16_lo16	reachable-code	0x800569dc	load		lui+addiu	t1	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c1c4	0x3a9c4		mips26	reachable-code	0x8004c200	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c574	0x3ad74	0x8004c578	mips_hi16_lo16	instruction-word	0x80056a4c	load		lui+addiu	a1	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c57c	0x3ad7c	0x8004c580	mips_hi16_lo16	instruction-word	0x80056a50	load		lui+addiu	a2	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c584	0x3ad84	0x8004c588	mips_hi16_lo16	instruction-word	0x80056a44	load		lui+sw	at	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c58c	0x3ad8c		mips26	instruction-word	0x8004c7d4	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c594	0x3ad94	0x8004c598	mips_hi16_lo16	instruction-word	0x80056a44	load		lui+lw	ra	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c5a0	0x3ada0	0x8004c5a4	mips_hi16_lo16	instruction-word	0x80056a4c	load		lui+lw	t4	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c5a8	0x3ada8	0x8004c5ac	mips_hi16_lo16	instruction-word	0x80056a50	load		lui+lw	t5	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c63c	0x3ae3c	0x8004c640	mips_hi16_lo16	instruction-word	0x80056a4c	load		lui+addiu	a1	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c644	0x3ae44	0x8004c648	mips_hi16_lo16	instruction-word	0x80056a50	load		lui+addiu	a2	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c64c	0x3ae4c	0x8004c650	mips_hi16_lo16	instruction-word	0x80056a44	load		lui+sw	at	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c654	0x3ae54		mips26	instruction-word	0x8004c7d4	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c65c	0x3ae5c	0x8004c660	mips_hi16_lo16	instruction-word	0x80056a44	load		lui+lw	ra	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c668	0x3ae68	0x8004c66c	mips_hi16_lo16	instruction-word	0x80056a4c	load		lui+lw	t4	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004c670	0x3ae70	0x8004c674	mips_hi16_lo16	instruction-word	0x80056a50	load		lui+lw	t5	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004d834	0x3c034	0x8004d838	mips_hi16_lo16	instruction-word	0x80056d6c	load		lui+lw	t6	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004d848	0x3c048	0x8004d84c	mips_hi16_lo16	instruction-word	0x80056d60	load		lui+sw	at	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004d850	0x3c050	0x8004d858	mips_hi16_lo16	instruction-word	0x80056ff0	load		lui+addiu	a0	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004d854	0x3c054		mips26	instruction-word	0x8005032c	load	printf	jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004d85c	0x3c05c	0x8004d860	mips_hi16_lo16	instruction-word	0x80056d60	load		lui+lw	ra	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004d8c4	0x3c0c4	0x8004d8c8	mips_hi16_lo16	instruction-word	0x80056d6c	load		lui+sw	at	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004d8d4	0x3c0d4	0x8004d8d8	mips_hi16_lo16	instruction-word	0x80056d6c	load		lui+lw	t6	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004d8e4	0x3c0e4	0x8004d8e8	mips_hi16_lo16	instruction-word	0x80056d60	load		lui+sw	at	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004d8ec	0x3c0ec	0x8004d8f4	mips_hi16_lo16	instruction-word	0x80057021	load		lui+addiu	a0	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004d8f0	0x3c0f0		mips26	instruction-word	0x8005032c	load	printf	jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004d8f8	0x3c0f8	0x8004d8fc	mips_hi16_lo16	instruction-word	0x80056d60	load		lui+lw	ra	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004d910	0x3c110	0x8004d914	mips_hi16_lo16	instruction-word	0x80056d6c	load		lui+sw	at	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004e9e0	0x3d1e0		mips26	reachable-code	0x8004f384	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004e9ec	0x3d1ec		mips26	reachable-code	0x8004f384	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004e9f8	0x3d1f8		mips26	reachable-code	0x8004f384	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ea04	0x3d204		mips26	reachable-code	0x8004f27c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ea10	0x3d210		mips26	reachable-code	0x8004f27c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ea1c	0x3d21c		mips26	reachable-code	0x8004f27c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ebc4	0x3d3c4		mips26	instruction-word	0x8004f384	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ebd0	0x3d3d0		mips26	instruction-word	0x8004f384	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ebdc	0x3d3dc		mips26	instruction-word	0x8004f384	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ebe8	0x3d3e8		mips26	instruction-word	0x8004f27c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ebf4	0x3d3f4		mips26	instruction-word	0x8004f27c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ec00	0x3d400		mips26	instruction-word	0x8004f27c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ed94	0x3d594		mips26	instruction-word	0x8004f384	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004eda0	0x3d5a0		mips26	instruction-word	0x8004f27c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ef40	0x3d740		mips26	instruction-word	0x8004f384	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004ef4c	0x3d74c		mips26	instruction-word	0x8004f27c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f0ec	0x3d8ec		mips26	instruction-word	0x8004f384	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f0f8	0x3d8f8		mips26	instruction-word	0x8004f27c	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f2a4	0x3daa4		mips26	reachable-code	0x8004f2cc	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f2ac	0x3daac		mips26	reachable-code	0x8004f2bc	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f2b4	0x3dab4		mips26	reachable-code	0x8004f2cc	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f2d8	0x3dad8	0x8004f2dc	mips_hi16_lo16	reachable-code	0x80057070	load		lui+addiu	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f2e8	0x3dae8		mips26	reachable-code	0x8004f37c	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f308	0x3db08	0x8004f30c	mips_hi16_lo16	reachable-code	0x80057070	load		lui+addiu	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f318	0x3db18		mips26	reachable-code	0x8004f37c	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f330	0x3db30	0x8004f334	mips_hi16_lo16	reachable-code	0x80056070	load		lui+addiu	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f340	0x3db40		mips26	reachable-code	0x8004f37c	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f364	0x3db64	0x8004f368	mips_hi16_lo16	reachable-code	0x80057070	load		lui+addiu	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f3bc	0x3dbbc	0x8004f3c0	mips_hi16_lo16	reachable-code	0x80057070	load		lui+addiu	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f3cc	0x3dbcc		mips26	reachable-code	0x8004f450	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f3e4	0x3dbe4	0x8004f3e8	mips_hi16_lo16	reachable-code	0x80056870	load		lui+addiu	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f3f4	0x3dbf4		mips26	reachable-code	0x8004f450	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f414	0x3dc14	0x8004f418	mips_hi16_lo16	reachable-code	0x80057070	load		lui+addiu	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f424	0x3dc24		mips26	reachable-code	0x8004f450	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f440	0x3dc40	0x8004f444	mips_hi16_lo16	reachable-code	0x80055870	load		lui+addiu	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f494	0x3dc94		mips26	instruction-word	0x8004cb14	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f49c	0x3dc9c		mips26	instruction-word	0x8004cb20	load		jal		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f4f8	0x3dcf8		mips26	reachable-code	0x8004cb14	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f500	0x3dd00		mips26	reachable-code	0x8004cb20	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f7d8	0x3dfd8	0x8004f7dc	mips_hi16_lo16	instruction-word	0x80013e34	load		lui+addiu	at	paired-pattern	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f80c	0x3e00c		mips26	instruction-word	0x8004f844	load		j		range-filtered	candidate	investigation:relocs.tsv
GAME.EXE	0x8004f820	0x3e020		mips26	instruction-word	0x8004f834	load		j		range-filtered	candidate	investigation:relocs.tsv
