# MANUALLY MANAGED - exact target offsets/extents for every field in structures.tsv.
# opaque means the byte range is modeled for layout but has no supported semantic meaning yet.
structure	offset	size	name	datatype	meaning_confidence	evidence	note
KfTmdF3	0x08	0x02	v1	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF3 field
KfTmdF3	0x0a	0x02	v2	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF3 field
KfTmdF4	0x00	0x01	r	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF4 field
KfTmdF4	0x01	0x01	g	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF4 field
KfTmdF4	0x02	0x01	b	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF4 field
KfTmdF4	0x03	0x01	mode	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF4 field
KfTmdF4	0x04	0x02	n0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF4 field
KfTmdF4	0x06	0x02	v0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF4 field
KfTmdF4	0x08	0x02	v1	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF4 field
KfTmdF4	0x0a	0x02	v2	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF4 field
KfTmdF4	0x0c	0x02	v3	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF4 field
KfTmdF4	0x0e	0x02	pad	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF4 field
KfTmdFt3	0x00	0x01	tu0	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt3 field
KfTmdFt3	0x01	0x01	tv0	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt3 field
KfTmdFt3	0x02	0x02	cba	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt3 field
KfTmdFt3	0x04	0x01	tu1	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt3 field
KfTmdFt3	0x05	0x01	tv1	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt3 field
KfTmdFt3	0x06	0x02	tsb	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt3 field
KfTmdFt3	0x08	0x01	tu2	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt3 field
KfTmdFt3	0x09	0x01	tv2	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt3 field
KfTmdFt3	0x0a	0x02	pad	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt3 field
KfTmdFt3	0x0c	0x02	n0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt3 field
KfTmdFt3	0x0e	0x02	v0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt3 field
KfTmdFt3	0x10	0x02	v1	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt3 field
KfTmdFt3	0x12	0x02	v2	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt3 field
KfTmdFt4	0x00	0x01	tu0	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x01	0x01	tv0	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x02	0x02	cba	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x04	0x01	tu1	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x05	0x01	tv1	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x06	0x02	tsb	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x08	0x01	tu2	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x09	0x01	tv2	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x0a	0x02	pad0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x0c	0x01	tu3	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x0d	0x01	tv3	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x0e	0x02	pad1	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x10	0x02	n0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x12	0x02	v0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x14	0x02	v1	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x16	0x02	v2	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x18	0x02	v3	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdFt4	0x1a	0x02	pad2	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdFt4 field
KfTmdG3	0x00	0x01	r	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG3 field
KfTmdG3	0x01	0x01	g	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG3 field
KfTmdG3	0x02	0x01	b	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG3 field
KfTmdG3	0x03	0x01	mode	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG3 field
KfTmdG3	0x04	0x02	n0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG3 field
KfTmdG3	0x06	0x02	v0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG3 field
KfTmdG3	0x08	0x02	n1	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG3 field
KfTmdG3	0x0a	0x02	v1	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG3 field
KfTmdG3	0x0c	0x02	n2	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG3 field
KfTmdG3	0x0e	0x02	v2	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG3 field
KfTmdG4	0x00	0x01	r	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG4 field
KfTmdG4	0x01	0x01	g	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG4 field
KfTmdG4	0x02	0x01	b	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG4 field
KfTmdG4	0x03	0x01	mode	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG4 field
KfTmdG4	0x04	0x02	n0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG4 field
KfTmdG4	0x06	0x02	v0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG4 field
KfTmdG4	0x08	0x02	n1	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG4 field
KfTmdG4	0x0a	0x02	v1	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG4 field
KfTmdG4	0x0c	0x02	n2	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG4 field
KfTmdG4	0x0e	0x02	v2	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG4 field
KfTmdG4	0x10	0x02	n3	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG4 field
KfTmdG4	0x12	0x02	v3	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdG4 field
KfTmdGt3	0x00	0x01	tu0	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt3 field
KfTmdGt3	0x01	0x01	tv0	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt3 field
KfTmdGt3	0x02	0x02	cba	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt3 field
KfTmdGt3	0x04	0x01	tu1	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt3 field
KfTmdGt3	0x05	0x01	tv1	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt3 field
KfTmdGt3	0x06	0x02	tsb	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt3 field
KfTmdGt3	0x08	0x01	tu2	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt3 field
KfTmdGt3	0x09	0x01	tv2	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt3 field
KfTmdGt3	0x0a	0x02	pad	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt3 field
KfTmdGt3	0x0c	0x02	n0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt3 field
KfTmdGt3	0x0e	0x02	v0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt3 field
KfTmdGt3	0x10	0x02	n1	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt3 field
KfTmdGt3	0x12	0x02	v1	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt3 field
KfTmdGt3	0x14	0x02	n2	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt3 field
KfTmdGt3	0x16	0x02	v2	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt3 field
KfTmdGt4	0x00	0x01	tu0	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x01	0x01	tv0	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x02	0x02	cba	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x04	0x01	tu1	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x05	0x01	tv1	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x06	0x02	tsb	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x08	0x01	tu2	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x09	0x01	tv2	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x0a	0x02	pad0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x0c	0x01	tu3	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x0d	0x01	tv3	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x0e	0x02	pad1	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x10	0x02	n0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x12	0x02	v0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x14	0x02	n1	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x16	0x02	v1	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x18	0x02	n2	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x1a	0x02	v2	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x1c	0x02	n3	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdGt4	0x1e	0x02	v3	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdGt4 field
KfTmdHeader	0x00	0x04	id	u32	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdHeader field
KfTmdHeader	0x04	0x04	flags	u32	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdHeader field
KfTmdHeader	0x08	0x02	object_count	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdHeader field
KfTmdHeader	0x0a	0x02	object_count_high	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdHeader field
KfTmdObject	0x00	0x04	vertex_offset	u32	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;xrefs;Psy-Q-TMD-layout	offset from the TMD object-table base to the vertex array
KfTmdObject	0x04	0x04	vertex_count	u32	supported	semantic_types.h;game_semantic_display_tmd.tsv;Psy-Q-TMD-layout	vertex count in the standard object record
KfTmdObject	0x08	0x04	normal_offset	u32	supported	semantic_types.h;game_semantic_display_tmd.tsv;Psy-Q-TMD-layout	offset from the TMD object-table base to the normal array
KfTmdObject	0x0c	0x04	normal_count	u32	supported	semantic_types.h;game_semantic_display_tmd.tsv;Psy-Q-TMD-layout	normal count in the standard object record
KfTmdObject	0x10	0x04	primitive_offset	u32	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;xrefs;Psy-Q-TMD-layout	offset from the TMD object-table base to the primitive stream
KfTmdObject	0x14	0x02	primitive_count	u16	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;xrefs;Psy-Q-TMD-layout	primitive count consumed by the in-place index preparation loop; read as a halfword (lhu)
KfTmdObject	0x16	0x02	primitive_count_high	u16	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;xrefs;Psy-Q-TMD-layout	upper halfword of the 32-bit TMD primitive count, unread by the game
KfTmdObject	0x18	0x04	scale	s32	supported	semantic_types.h;game_semantic_display_tmd.tsv;Psy-Q-TMD-layout	standard TMD object scale field
KfTmdState	0x00	0x20	slots	u8 *[8]	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;base-register;tmd_register	member of the tmd_state aggregate
KfTmdState	0x20	0x04	current_asset	void *	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;base-register;tmd_register	member of the tmd_state aggregate
KfTmdStateOpen	0x00	0x08	slots	u8 *[2]	supported	semantic_types.h;asm;base-register;tmd_register	member of the tmd_state aggregate
KfTmdStateOpen	0x08	0x04	current_asset	void *	supported	semantic_types.h;asm;base-register;tmd_register	member of the tmd_state aggregate
KfVec3i	0x00	0x04	x	s32	supported	semantic_types.h;asm;xrefs	x coordinate
KfVec3i	0x04	0x04	y	s32	supported	semantic_types.h;asm;xrefs	y coordinate
KfVec3i	0x08	0x04	z	s32	supported	semantic_types.h;asm;xrefs	z coordinate
KfVec3s	0x00	0x02	x	s16	supported	semantic_types.h;asm;xrefs	x coordinate
KfVec3s	0x02	0x02	y	s16	supported	semantic_types.h;asm;xrefs	y coordinate
KfVec3s	0x04	0x02	z	s16	supported	semantic_types.h;asm;xrefs	z coordinate
KfVecXZs	0x00	0x02	x	s16	supported	semantic_types.h;asm;xrefs	x coordinate
KfVecXZs	0x02	0x02	z	s16	supported	semantic_types.h;asm;xrefs	z coordinate
KfWeaponRecord	0x00	0x01	unknown_00	u8	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfWeaponRecord	0x01	0x01	charge_rate	u8	supported	semantic_types.h;game_semantic_player_motion_attack.tsv;asm;xrefs	combined with physical power to advance POWER while the weapon is idle
KfWeaponRecord	0x02	0x0a	attack_components	u16[5]	supported	semantic_types.h;game_semantic_player_stats.tsv;asm;xrefs	five outgoing damage components copied into player combat state
KfWeaponRecord	0x0c	0x02	hp_regen_interval	u16	supported	asm;player_update	nonzero: player_adjust_hp(1) every N frames of player_state.unknown_58
KfWeaponRecord	0x0e	0x02	mp_regen_interval	u16	supported	asm;player_update	nonzero: player_adjust_mp(1) every N frames of player_state.unknown_58
KfWeaponRecord	0x10	0x02	unknown_10	u8[2]	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfWeaponRecord	0x12	0x02	attack_z_offset	u16	supported	semantic_types.h;game_semantic_player_motion_attack.tsv;asm;xrefs	local z component rotated into the weapon hit-test point
KfWeaponRecord	0x14	0x12	unknown_14	u8[18]	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfWeaponRecord	0x26	0x02	mirrored_angle	u16	candidate	semantic_types.h;game_semantic_player_interactions.tsv;asm;exact-C-match	one halfword per record is negated after the sixteen-record load; the gameplay meaning of the angle remains unresolved
KfWeaponRecord	0x28	0x04	unknown_28	u8[4]	opaque	semantic_types.h;asm;xrefs	meaning unresolved
SoundRef	0x00	0x01	program	u8	supported	semantic_types.h;Psy-Q-LIBSND	program number
SoundRef	0x01	0x01	tone	u8	supported	semantic_types.h;Psy-Q-LIBSND	tone number
SoundRef	0x02	0x01	note	u8	supported	semantic_types.h;Psy-Q-LIBSND	note number
