# MANUALLY REVIEWED - project field declarations at dafd1048; AST extraction supplies coverage, not semantic verdicts.
declaration	record	field	datatype	verdict	finding	evidence	note
include/kf/game_player.h:196	KfPlayerState	status_effect_flags	u16	flag_domain_candidate	F9	include/kf/game_player.h:196;src/game/lighting.c:76;src/game/menu.c:316;src/game/menu.c:320;src/game/menu.c:324;src/game/menu.c:327;src/game/menu_draw_stats_header.c:146;src/game/menu_draw_stats_header.c:151;src/game/menu_draw_stats_header.c:155;src/game/menu_draw_stats_header.c:159;src/game/menu_draw_stats_header.c:163;src/game/menu_draw_status_details.c:175;src/game/menu_draw_status_details.c:180;src/game/menu_draw_status_details.c:184;src/game/menu_draw_status_details.c:188;src/game/menu_draw_status_details.c:192;src/game/menu_panels.c:147;src/game/menu_panels.c:149;src/game/menu_panels.c:152;src/game/player_death.c:176;src/game/player_death.c:267;src/game/player_death.c:355;src/game/player_death.c:508;src/game/player_death.c:519;src/game/player_death.c:525;src/game/player_death.c:530;src/game/player_status_effect4.c:8;src/game/player_update.c:160;src/game/player_update.c:502;src/game/player_update.c:508;src/game/player_update.c:615;src/game/player_update.c:622;src/game/player_update.c:627;src/game/player_update.c:634;src/game/player_update.c:647;src/game/player_update.c:652;src/game/player_update.c:661;src/game/render_frame.c:81;docs/patterns/enum-field-review.md#f9	Combinations are tested/ORed/cleared independently. Typed flags remain possible; a plain closed selector enum would reject valid combinations.
include/kf/game_player.h:197	KfPlayerState	gold	u32	numeric		include/kf/game_player.h:197;src/game/item.c:331;src/game/item.c:353;src/game/item.c:494;src/game/map_scripts.c:748;src/game/map_scripts.c:749;src/game/menu_draw_stats_header.c:170;src/game/menu_draw_status_details.c:199;src/game/menu_item_detail.c:125;src/game/player_death.c:75	player gold total
include/kf/game_player.h:198	KfPlayerState	cutting_attack	u16	numeric		include/kf/game_player.h:198;src/game/menu_draw_status_details.c:207;src/game/menu_draw_status_details.c:305;src/game/player_core.c:186;src/game/player_death.c:254;src/game/player_death.c:276	unsigned cutting_attack field; corresponding retail UI label and component argument/defense use establish meaning
include/kf/game_player.h:199	KfPlayerState	striking_attack	u16	numeric		include/kf/game_player.h:199;src/game/menu_draw_status_details.c:207;src/game/menu_draw_status_details.c:308;src/game/player_core.c:187;src/game/player_death.c:255;src/game/player_death.c:277	unsigned striking_attack field; corresponding retail UI label and component argument/defense use establish meaning
include/kf/game_player.h:200	KfPlayerState	piercing_attack	u16	numeric		include/kf/game_player.h:200;src/game/menu_draw_status_details.c:208;src/game/menu_draw_status_details.c:311;src/game/player_core.c:188;src/game/player_death.c:256;src/game/player_death.c:278	unsigned piercing_attack field; corresponding retail UI label and component argument/defense use establish meaning
include/kf/game_player.h:201	KfPlayerState	holy_attack	u16	numeric		include/kf/game_player.h:201;src/game/menu_draw_status_details.c:210;src/game/menu_draw_status_details.c:314;src/game/player_core.c:189;src/game/player_death.c:257;src/game/player_death.c:279;src/game/player_death.c:334;src/game/player_death.c:349	unsigned holy_attack field; corresponding retail UI label and component argument/defense use establish meaning
include/kf/game_player.h:202	KfPlayerState	fire_attack	u16	numeric		include/kf/game_player.h:202;src/game/menu_draw_status_details.c:210;src/game/menu_draw_status_details.c:317;src/game/player_core.c:190;src/game/player_death.c:258;src/game/player_death.c:280	unsigned fire_attack field; corresponding retail UI label and component argument/defense use establish meaning
include/kf/game_player.h:203	KfPlayerState	unknown_3a	u8[2]	unresolved		include/kf/game_player.h:203	unresolved bytes
include/kf/game_player.h:204	KfPlayerState	cutting_defense	u16	numeric		include/kf/game_player.h:204;src/game/menu_draw_status_details.c:217;src/game/menu_draw_status_details.c:320;src/game/player_death.c:79;src/game/player_death.c:259;src/game/player_death.c:284;src/game/player_death.c:285;src/game/player_death.c:294;src/game/player_death.c:295;src/game/player_death.c:304;src/game/player_death.c:305;src/game/player_death.c:314;src/game/player_death.c:315;src/game/player_death.c:324;src/game/player_death.c:325;src/game/player_death.c:534	unsigned cutting_defense field; corresponding retail UI label and component argument/defense use establish meaning
include/kf/game_player.h:205	KfPlayerState	striking_defense	u16	numeric		include/kf/game_player.h:205;src/game/menu_draw_status_details.c:217;src/game/menu_draw_status_details.c:323;src/game/player_death.c:80;src/game/player_death.c:260;src/game/player_death.c:286;src/game/player_death.c:296;src/game/player_death.c:306;src/game/player_death.c:316;src/game/player_death.c:326;src/game/player_death.c:538	unsigned striking_defense field; corresponding retail UI label and component argument/defense use establish meaning
include/kf/game_player.h:206	KfPlayerState	piercing_defense	u16	numeric		include/kf/game_player.h:206;src/game/menu_draw_status_details.c:218;src/game/menu_draw_status_details.c:326;src/game/player_death.c:81;src/game/player_death.c:261;src/game/player_death.c:287;src/game/player_death.c:297;src/game/player_death.c:307;src/game/player_death.c:317;src/game/player_death.c:327;src/game/player_death.c:542	unsigned piercing_defense field; corresponding retail UI label and component argument/defense use establish meaning
include/kf/game_player.h:207	KfPlayerState	poison_resistance	u16	numeric		include/kf/game_player.h:207;src/game/menu_draw_status_details.c:218;src/game/menu_draw_status_details.c:329;src/game/player_death.c:82;src/game/player_death.c:262;src/game/player_death.c:288;src/game/player_death.c:298;src/game/player_death.c:308;src/game/player_death.c:318;src/game/player_death.c:328;src/game/player_death.c:522	unsigned poison application threshold
include/kf/game_player.h:208	KfPlayerState	magic_defense	u16	numeric		include/kf/game_player.h:208;src/game/menu_draw_status_details.c:219;src/game/menu_draw_status_details.c:332;src/game/player_death.c:83;src/game/player_death.c:263;src/game/player_death.c:289;src/game/player_death.c:299;src/game/player_death.c:309;src/game/player_death.c:319;src/game/player_death.c:329;src/game/player_death.c:337;src/game/player_death.c:546	unsigned magic_defense field; corresponding retail UI label and component argument/defense use establish meaning
include/kf/game_player.h:209	KfPlayerState	fire_defense	u16	numeric		include/kf/game_player.h:209;src/game/menu_draw_status_details.c:219;src/game/menu_draw_status_details.c:335;src/game/player_death.c:84;src/game/player_death.c:264;src/game/player_death.c:290;src/game/player_death.c:300;src/game/player_death.c:310;src/game/player_death.c:320;src/game/player_death.c:330;src/game/player_death.c:340;src/game/player_death.c:356;src/game/player_death.c:550	unsigned fire_defense field; corresponding retail UI label and component argument/defense use establish meaning
include/kf/game_player.h:210	KfPlayerState	curse_timer	s16	numeric		include/kf/game_player.h:210;src/game/player_death.c:110;src/game/player_death.c:507;src/game/player_update.c:646;src/game/player_update.c:648;src/game/player_update.c:650;src/game/player_update.c:654;src/game/player_update.c:657	signed curse_timer countdown; -1 inactive; distinct expiry/recalculation behavior documented in game-player-statuses.md
include/kf/game_player.h:211	KfPlayerState	darkness_timer	s16	numeric		include/kf/game_player.h:211;src/game/player_death.c:109;src/game/player_death.c:512;src/game/player_death.c:513;src/game/player_death.c:514;src/game/player_death.c:517;src/game/player_update.c:501;src/game/player_update.c:503;src/game/player_update.c:504;src/game/player_update.c:506;src/game/player_update.c:507;src/game/player_update.c:510;src/game/player_update.c:513	signed darkness_timer countdown; -1 inactive; distinct expiry/recalculation behavior documented in game-player-statuses.md
include/kf/game_player.h:212	KfPlayerState	poison_timer	s16	numeric		include/kf/game_player.h:212;src/game/player_death.c:108;src/game/player_death.c:524;src/game/player_update.c:626;src/game/player_update.c:628;src/game/player_update.c:631;src/game/player_update.c:632;src/game/player_update.c:636	signed poison countdown in status updates; -1 inactive
include/kf/game_player.h:213	KfPlayerState	slowed_timer	s16	numeric		include/kf/game_player.h:213;src/game/player_death.c:107;src/game/player_death.c:529;src/game/player_update.c:614;src/game/player_update.c:616;src/game/player_update.c:619;src/game/player_update.c:620	signed slowed_timer countdown; -1 inactive; distinct expiry/recalculation behavior documented in game-player-statuses.md
include/kf/game_player.h:214	KfPlayerState	fire_defense_timer	s16	numeric		include/kf/game_player.h:214;src/game/player_death.c:105;src/game/player_status_effect4.c:7;src/game/player_update.c:659;src/game/player_update.c:660;src/game/player_update.c:663;src/game/player_update.c:667	signed fire_defense_timer countdown; -1 inactive; distinct expiry/recalculation behavior documented in game-player-statuses.md
include/kf/game_player.h:215	KfPlayerState	illusion_staff_timer	s16	numeric		include/kf/game_player.h:215;src/game/player_death.c:106;src/game/player_update.c:672;src/game/player_update.c:673;src/game/player_use_item.c:178;src/game/render_map_cells.c:57	signed Illusion Staff timer: item57 sets1000; player update decrements through zero and applies green lighting; map-cell renderer alternates mesh substitutions
include/kf/game_player.h:216	KfPlayerState	unknown_54	u8[4]	unresolved		include/kf/game_player.h:216	unresolved bytes
include/kf/game_player.h:217	KfPlayerState	equipment_effect_ticks	u32	numeric		include/kf/game_player.h:217;src/game/player_core.c:251;src/game/player_update.c:544;src/game/player_update.c:548;src/game/player_update.c:554;src/game/player_update.c:558;src/game/player_update.c:564;src/game/player_update.c:568;src/game/player_update.c:574;src/game/player_update.c:578;src/game/player_update.c:584;src/game/player_update.c:588;src/game/player_update.c:594;src/game/player_update.c:598;src/game/player_update.c:602	frame counter modulo equipment HP/MP regeneration and drain intervals; reset by position sync
include/kf/game_player.h:218	KfPlayerState	selected_magic_id	KfMagicId	typed_enum		include/kf/game_player.h:218;src/game/magic.c:56;src/game/magic.c:87;src/game/magic.c:97;src/game/magic.c:113;src/game/magic.c:120;src/game/magic.c:128;src/game/magic.c:132;src/game/magic.c:146;src/game/magic.c:162;src/game/menu_draw_name_list.c:33;src/game/menu_draw_name_list.c:35;src/game/menu_select.c:348;src/game/player_death.c:607;src/game/player_death.c:612;src/game/player_update.c:150;src/game/player_update.c:353;src/game/player_update.c:357;src/game/player_update.c:370	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_player.h:219	KfPlayerState	unknown_5d	u8[3]	unresolved		include/kf/game_player.h:219	unresolved bytes
include/kf/game_player.h:220	KfPlayerState	selected_magic_record	KfMagicRecord *	pointer		include/kf/game_player.h:220;src/game/player_death.c:609;src/game/player_death.c:611;src/game/player_update.c:358;src/game/player_update.c:360;src/game/player_update.c:373	Address or pointer table; not a finite selector.
include/kf/game_player.h:221	KfPlayerState	equipped_weapon_id	KfItemId	typed_enum		include/kf/game_player.h:221;src/game/item.c:388;src/game/map_scripts.c:307;src/game/menu_draw_name_list.c:27;src/game/menu_draw_name_list.c:29;src/game/menu_item_drop.c:47;src/game/menu_select.c:182;src/game/player_core.c:116;src/game/player_core.c:135;src/game/player_core.c:160;src/game/player_core.c:166;src/game/player_death.c:274;src/game/player_death.c:275;src/game/player_update.c:149;src/game/player_update.c:320;src/game/player_update.c:384;src/game/player_update.c:542;src/game/player_update.c:669	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_player.h:222	KfPlayerState	unknown_65	u8[3]	unresolved		include/kf/game_player.h:222	unresolved bytes
include/kf/game_player.h:223	KfPlayerState	equipped_weapon_record	KfWeaponRecord *	pointer		include/kf/game_player.h:223;src/game/geometry_render.c:61;src/game/geometry_render.c:62;src/game/geometry_render.c:77;src/game/player_core.c:118;src/game/player_core.c:171;src/game/player_core.c:205;src/game/player_update.c:543;src/game/player_update.c:544;src/game/player_update.c:547;src/game/player_update.c:548	Address or pointer table; not a finite selector.
include/kf/game_player.h:224	KfPlayerState	weapon_asset_buffer	struct KfAssetHeader *	pointer		include/kf/game_player.h:224;src/game/player_core.c:121;src/game/player_core.c:124;src/game/player_core.c:223;src/game/save_system.c:622;src/game/save_system.c:633	Address or pointer table; not a finite selector.
include/kf/game_player.h:225	KfPlayerState	weapon_attack_phase	s16	numeric		include/kf/game_player.h:225;src/game/geometry_render.c:57;src/game/geometry_render.c:73;src/game/player_core.c:126;src/game/player_core.c:134;src/game/player_core.c:136;src/game/player_core.c:163;src/game/player_core.c:164;src/game/player_core.c:165;src/game/player_core.c:198;src/game/player_core.c:199;src/game/player_update.c:138;src/game/player_update.c:322;src/game/player_update.c:323;src/game/player_update.c:326;src/game/player_update.c:333;src/game/player_update.c:334;src/game/player_update.c:341;src/game/player_update.c:342;src/game/player_update.c:345	member of the player_state aggregate
include/kf/game_player.h:226	KfPlayerState	unknown_72	u8[2]	unresolved		include/kf/game_player.h:226	unresolved bytes
include/kf/game_player.h:227	KfPlayerState	weapon_animation_cache	struct KfPoolRecord *	pointer		include/kf/game_player.h:227;src/game/geometry_render.c:72;src/game/player_core.c:127;src/game/save_system.c:623;src/game/save_system.c:634	Address or pointer table; not a finite selector.
include/kf/game_player.h:228	KfPlayerState	weapon_magic_shots_remaining	u8	numeric		include/kf/game_player.h:228;src/game/player_update.c:325;src/game/player_update.c:335;src/game/player_update.c:344;src/game/player_update.c:356;src/game/player_update.c:383;src/game/player_update.c:422;src/game/player_update.c:427;src/game/player_update.c:446;src/game/player_update.c:454;src/game/player_update.c:489	decremented per emitted weapon-magic shot; final shot charges MP
include/kf/game_player.h:229	KfPlayerState	weapon_magic_delay	u8	numeric		include/kf/game_player.h:229;src/game/player_update.c:324;src/game/player_update.c:336;src/game/player_update.c:343;src/game/player_update.c:355;src/game/player_update.c:382;src/game/player_update.c:392;src/game/player_update.c:400;src/game/player_update.c:409;src/game/player_update.c:418;src/game/player_update.c:423;src/game/player_update.c:491;src/game/player_update.c:492	emission countdown; emits at 1 and reloads per-weapon spacing
include/kf/game_player.h:230	KfPlayerState	weapon_attack_fully_charged	KfWeaponAttackCharge	typed_enum		include/kf/game_player.h:230;src/game/player_core.c:140;src/game/player_core.c:142;src/game/player_update.c:318;src/game/player_update.c:319;src/game/player_update.c:368	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_player.h:231	KfPlayerState	unknown_7b	u8[1]	unresolved		include/kf/game_player.h:231	unresolved bytes
include/kf/game_player.h:232	KfPlayerState	equipped_head_armor_record	KfArmorRecord *	pointer		include/kf/game_player.h:232;src/game/player_core.c:78;src/game/player_core.c:80;src/game/player_update.c:553;src/game/player_update.c:554;src/game/player_update.c:557;src/game/player_update.c:558	Address or pointer table; not a finite selector.
include/kf/game_player.h:233	KfPlayerState	equipped_body_armor_record	KfArmorRecord *	pointer		include/kf/game_player.h:233;src/game/player_core.c:83;src/game/player_core.c:86;src/game/player_update.c:563;src/game/player_update.c:564;src/game/player_update.c:567;src/game/player_update.c:568	Address or pointer table; not a finite selector.
include/kf/game_player.h:234	KfPlayerState	equipped_shield_record	KfArmorRecord *	pointer		include/kf/game_player.h:234;src/game/player_core.c:101;src/game/player_core.c:104;src/game/player_update.c:573;src/game/player_update.c:574;src/game/player_update.c:577;src/game/player_update.c:578	Address or pointer table; not a finite selector.
include/kf/game_player.h:235	KfPlayerState	equipped_arm_armor_record	KfArmorRecord *	pointer		include/kf/game_player.h:235;src/game/player_core.c:89;src/game/player_core.c:92;src/game/player_update.c:583;src/game/player_update.c:584;src/game/player_update.c:587;src/game/player_update.c:588	Address or pointer table; not a finite selector.
include/kf/game_player.h:236	KfPlayerState	equipped_leg_armor_record	KfArmorRecord *	pointer		include/kf/game_player.h:236;src/game/player_core.c:95;src/game/player_core.c:98;src/game/player_update.c:593;src/game/player_update.c:594;src/game/player_update.c:597;src/game/player_update.c:598	Address or pointer table; not a finite selector.
include/kf/game_player.h:237	KfPlayerState	equipped_head_armor_id	KfItemId	typed_enum		include/kf/game_player.h:237;src/game/item.c:389;src/game/menu_draw_name_list.c:45;src/game/menu_draw_name_list.c:47;src/game/menu_item_drop.c:48;src/game/menu_select.c:190;src/game/player_core.c:59;src/game/player_core.c:77;src/game/player_core.c:78;src/game/player_death.c:97;src/game/player_death.c:282;src/game/player_death.c:283;src/game/player_death.c:352;src/game/player_update.c:552	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_player.h:238	KfPlayerState	equipped_body_armor_id	KfItemId	typed_enum		include/kf/game_player.h:238;src/game/item.c:390;src/game/menu_draw_name_list.c:51;src/game/menu_draw_name_list.c:53;src/game/menu_item_drop.c:49;src/game/menu_panels.c:194;src/game/menu_select.c:194;src/game/player_core.c:62;src/game/player_core.c:82;src/game/player_core.c:84;src/game/player_death.c:98;src/game/player_death.c:292;src/game/player_death.c:293;src/game/player_update.c:316;src/game/player_update.c:562	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_player.h:239	KfPlayerState	equipped_shield_id	KfItemId	typed_enum		include/kf/game_player.h:239;src/game/item.c:391;src/game/menu_draw_name_list.c:39;src/game/menu_draw_name_list.c:41;src/game/menu_item_drop.c:50;src/game/menu_select.c:186;src/game/player_core.c:71;src/game/player_core.c:100;src/game/player_core.c:102;src/game/player_death.c:101;src/game/player_death.c:322;src/game/player_death.c:323;src/game/player_update.c:572	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_player.h:240	KfPlayerState	equipped_arm_armor_id	KfItemId	typed_enum		include/kf/game_player.h:240;src/game/item.c:392;src/game/menu_draw_name_list.c:57;src/game/menu_draw_name_list.c:59;src/game/menu_item_drop.c:51;src/game/menu_select.c:197;src/game/menu_select.c:204;src/game/player_core.c:65;src/game/player_core.c:88;src/game/player_core.c:90;src/game/player_death.c:99;src/game/player_death.c:302;src/game/player_death.c:303;src/game/player_update.c:582	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_player.h:241	KfPlayerState	equipped_leg_armor_id	KfItemId	typed_enum		include/kf/game_player.h:241;src/game/item.c:393;src/game/menu_draw_name_list.c:63;src/game/menu_draw_name_list.c:65;src/game/menu_item_drop.c:52;src/game/menu_select.c:198;src/game/menu_select.c:208;src/game/player_core.c:68;src/game/player_core.c:94;src/game/player_core.c:96;src/game/player_core.c:520;src/game/player_death.c:100;src/game/player_death.c:312;src/game/player_death.c:313;src/game/player_update.c:592	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_player.h:242	KfPlayerState	equipped_accessory_id	KfItemId	typed_enum		include/kf/game_player.h:242;src/game/item.c:394;src/game/menu_draw_name_list.c:69;src/game/menu_draw_name_list.c:71;src/game/menu_item_drop.c:53;src/game/menu_select.c:212;src/game/player_core.c:74;src/game/player_death.c:102;src/game/player_death.c:332;src/game/player_death.c:511;src/game/player_update.c:357	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_player.h:243	KfPlayerState	audio_effects_enabled	KfEnumStorage<KfPlayerOption, u8>	typed_enum		include/kf/game_player.h:243;src/game/audio.c:273;src/game/menu_config_panel.c:49;src/game/menu_config_panel.c:114;src/game/player_core.c:226	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_player.h:244	KfPlayerState	audio_music_enabled	KfEnumStorage<KfPlayerOption, u8>	typed_enum		include/kf/game_player.h:244;src/game/audio.c:70;src/game/menu_config_panel.c:50;src/game/menu_config_panel.c:115;src/game/menu_config_panel.c:118;src/game/menu_config_panel.c:119;src/game/player_core.c:227	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_player.h:245	KfPlayerState	hud_gauges_enabled	KfEnumStorage<KfPlayerOption, u8>	typed_enum		include/kf/game_player.h:245;src/game/menu_config_panel.c:51;src/game/menu_config_panel.c:116;src/game/player_core.c:228;src/game/render_frame.c:63	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_player.h:246	KfPlayerState	compass_enabled	KfEnumStorage<KfPlayerOption, u8>	typed_enum		include/kf/game_player.h:246;src/game/menu_config_panel.c:52;src/game/menu_config_panel.c:117;src/game/player_core.c:229;src/game/render_frame.c:103;src/game/render_frame.c:105	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_player.h:247	KfPlayerState	view_rotation_offset	SVECTOR	aggregate		include/kf/game_player.h:247;src/game/player_core.c:610;src/game/player_core.c:611;src/game/player_core.c:612;src/game/player_death.c:192;src/game/player_death.c:193;src/game/player_death.c:194;src/game/player_update.c:532;src/game/player_update.c:537	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_player.h:248	KfPlayerState	update_state	KfPlayerUpdateState	typed_enum		include/kf/game_player.h:248;src/game/player_core.c:225;src/game/player_core.c:518;src/game/player_death.c:52;src/game/player_death.c:188;src/game/player_death.c:561;src/game/player_death.c:562;src/game/player_death_fade.c:87;src/game/player_update.c:121;src/game/player_update.c:125;src/game/player_update.c:528;src/game/player_update.c:529;src/game/player_update.c:530;src/game/player_update.c:531;src/game/player_update.c:537;src/game/player_update.c:539;src/game/player_update.c:606	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_player.h:249	KfPlayerState	unknown_a3	u8	unresolved		include/kf/game_player.h:249	unresolved bytes
include/kf/game_player.h:250	KfPlayerState	camera_position	VECTOR	aggregate		include/kf/game_player.h:250;src/game/camera_path.c:49;src/game/collision.c:102;src/game/effect_dispatch.c:499;src/game/effect_dispatch.c:500;src/game/effect_dispatch.c:503;src/game/effect_dispatch.c:754;src/game/effect_dispatch.c:755;src/game/effect_update.c:156;src/game/effect_update.c:157;src/game/effect_update.c:158;src/game/magic.c:78;src/game/magic.c:79;src/game/magic.c:80;src/game/magic.c:82;src/game/magic.c:141;src/game/magic.c:153;src/game/magic.c:155;src/game/map_scripts.c:322;src/game/map_scripts.c:324;src/game/map_scripts.c:325;src/game/player_core.c:177;src/game/player_core.c:178;src/game/player_core.c:179;src/game/player_core.c:220;src/game/player_core.c:221;src/game/player_core.c:222;src/game/player_core.c:245;src/game/player_core.c:246;src/game/player_core.c:259;src/game/player_core.c:280;src/game/player_core.c:281;src/game/player_core.c:304;src/game/player_core.c:308;src/game/player_core.c:364;src/game/player_core.c:365;src/game/player_core.c:374;src/game/player_core.c:375;src/game/player_core.c:387;src/game/player_core.c:389;src/game/player_core.c:398;src/game/player_core.c:405;src/game/player_core.c:411;src/game/player_core.c:412;src/game/player_core.c:416;src/game/player_core.c:417;src/game/player_core.c:422;src/game/player_core.c:423;src/game/player_core.c:428;src/game/player_core.c:429;src/game/player_core.c:434;src/game/player_core.c:435;src/game/player_core.c:438;src/game/player_core.c:439;src/game/player_core.c:482;src/game/player_core.c:484;src/game/player_core.c:487;src/game/player_core.c:488;src/game/player_core.c:570;src/game/player_core.c:580;src/game/player_core.c:581;src/game/player_core.c:588;src/game/player_core.c:589;src/game/player_core.c:590;src/game/player_core.c:591;src/game/player_core.c:608;src/game/player_death.c:164;src/game/player_death.c:167;src/game/player_death.c:170;src/game/player_death.c:171;src/game/player_death.c:197;src/game/player_death_fade.c:59;src/game/player_update.c:158;src/game/player_update.c:438;src/game/player_update.c:439;src/game/player_update.c:440;src/game/player_update.c:444;src/game/player_update.c:458;src/game/player_use_item.c:71;src/game/player_use_item.c:72;src/game/player_use_item.c:185;src/game/player_use_item.c:195;src/game/player_warp.c:75;src/game/player_warp.c:77;src/game/player_warp.c:98;src/game/player_warp.c:116;src/game/player_warp.c:117;src/game/player_warp.c:127;src/game/player_warp.c:128;src/game/player_warp.c:129;src/game/player_warp.c:130;src/game/player_warp.c:131;src/game/player_warp.c:132;src/game/player_warp.c:144;src/game/player_warp.c:145;src/game/player_warp.c:160;src/game/player_warp.c:161;src/game/player_warp.c:162;src/game/player_warp.c:163;src/game/player_warp_shimmer_at_player.c:9;src/game/player_warp_shimmer_at_player.c:10	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_player.h:251	KfPlayerState	floor_height	s32	numeric		include/kf/game_player.h:251;src/game/player_core.c:258;src/game/player_core.c:318;src/game/player_core.c:367;src/game/player_core.c:396;src/game/player_core.c:403;src/game/player_core.c:519;src/game/player_core.c:535;src/game/player_core.c:537;src/game/player_core.c:538;src/game/player_core.c:544;src/game/player_core.c:546;src/game/player_core.c:547;src/game/player_core.c:552;src/game/player_core.c:561;src/game/player_core.c:570;src/game/player_core.c:582;src/game/player_core.c:601;src/game/player_death.c:197;src/game/player_death_fade.c:58;src/game/player_warp.c:118;src/game/player_warp.c:134;src/game/player_warp.c:146;src/game/player_warp.c:165;src/game/player_warp_shimmer_at_player.c:11	member of the player_state aggregate
include/kf/game_player.h:252	KfPlayerState	camera_rotation	SVECTOR	aggregate		include/kf/game_player.h:252;src/game/camera_path.c:50;src/game/collision.c:103;src/game/effect_pool.c:405;src/game/magic.c:73;src/game/magic.c:74;src/game/magic.c:75;src/game/magic.c:83;src/game/magic.c:93;src/game/magic.c:110;src/game/magic.c:116;src/game/magic.c:117;src/game/magic.c:123;src/game/magic.c:124;src/game/magic.c:125;src/game/magic.c:142;src/game/magic.c:147;src/game/magic.c:154;src/game/magic.c:156;src/game/magic.c:162;src/game/map_scripts.c:195;src/game/map_scripts.c:196;src/game/map_scripts.c:323;src/game/player_core.c:173;src/game/player_core.c:217;src/game/player_core.c:218;src/game/player_core.c:219;src/game/player_core.c:609;src/game/player_death.c:168;src/game/player_death.c:172;src/game/player_death.c:177;src/game/player_death.c:178;src/game/player_death_fade.c:42;src/game/player_death_fade.c:46;src/game/player_death_fade.c:53;src/game/player_death_fade.c:54;src/game/player_update.c:158;src/game/player_update.c:245;src/game/player_update.c:248;src/game/player_update.c:252;src/game/player_update.c:255;src/game/player_update.c:279;src/game/player_update.c:280;src/game/player_update.c:303;src/game/player_update.c:304;src/game/player_update.c:305;src/game/player_update.c:308;src/game/player_update.c:309;src/game/player_update.c:310;src/game/player_update.c:433;src/game/player_update.c:434;src/game/player_update.c:435;src/game/player_update.c:441;src/game/player_update.c:442;src/game/player_update.c:443;src/game/player_update.c:448;src/game/player_update.c:459;src/game/player_update.c:473;src/game/player_update.c:476;src/game/player_update.c:477;src/game/player_update.c:478;src/game/player_use_item.c:71;src/game/player_use_item.c:72;src/game/player_use_item.c:100;src/game/player_use_item.c:186;src/game/player_use_item.c:196;src/game/player_warp.c:75;src/game/player_warp.c:77;src/game/player_warp.c:98	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
